query,ensembl_gene_id
Q5JTJ3,ENSG00000168275
Q5SRI9,ENSG00000172469
O60383,ENSG00000164404
Q9BW61,ENSG00000130311
Q9P121,ENSG00000182667
Q0P6D6,ENSG00000149548
Q5THK1,ENSG00000183530
Q7Z3I7,ENSG00000180938
Q7RTU1,ENSG00000163792
Q8TAB3,ENSG00000165194
O43283,ENSG00000073803
P18077,ENSG00000182899
P67812,ENSG00000140612
Q9H972,ENSG00000100802
Q96BK5,ENSG00000258724
Q8IW45,ENSG00000213995
P33764,ENSG00000188015
Q9Y3D7,ENSG00000217930
Q9BVG9,ENSG00000282367
O15260,ENSG00000148248
P24723,ENSG00000027075
Q9H9Z2,ENSG00000131914
P60866,ENSG00000008988
P41181,ENSG00000167580
Q96IK5,ENSG00000087338
Q5T7P3,ENSG00000196734
Q9BZY9,ENSG00000137397
O95460,ENSG00000124159
Q96DL1,ENSG00000204361
Q8NHH9,ENSG00000119787
O60548,ENSG00000186564
P23528,ENSG00000172757
Q96A35,ENSG00000143314
Q9H1R3,ENSG00000101306
Q96AT9,ENSG00000197713
Q17RB0,ENSG00000212747
Q9BVN2,ENSG00000160753
Q9Y328,ENSG00000170091
Q7Z736,ENSG00000068137
Q9Y287,ENSG00000136156
P55735,ENSG00000157020
Q16836,ENSG00000138796
A1L020,ENSG00000254726
P13674,ENSG00000122884
Q06609,ENSG00000051180
Q6N063,ENSG00000111325
P53567,ENSG00000153879
Q8N715,ENSG00000178395
Q7Z7K2,ENSG00000181444
O76070,ENSG00000173267
P30679,ENSG00000060558
P37837,ENSG00000177156
P78395,ENSG00000185686
Q8TAF3,ENSG00000114742
P04155,ENSG00000160182
P12814,ENSG00000072110
Q8IWB7,ENSG00000085449
P05413,ENSG00000121769
O95999,ENSG00000142867
Q14055,ENSG00000049089
Q9BR39,ENSG00000149596
Q8IYX7,ENSG00000155875
Q8NBN7,ENSG00000276341
Q7Z6K1,ENSG00000177683
Q96MF2,ENSG00000185482
O00429,ENSG00000087470
Q496Y0,ENSG00000175556
P10092,ENSG00000175868
Q8NCJ5,ENSG00000167778
O15360,ENSG00000187741
P82914,ENSG00000116898
P37802,ENSG00000158710
Q9ULB4,ENSG00000113100
Q96SA4,ENSG00000168528
Q14061,ENSG00000138495
O14492,ENSG00000160999
Q9BUV8,ENSG00000101084
Q6NSZ9,ENSG00000197037
P15924,ENSG00000096696
P54886,ENSG00000059573
Q9BWM5,ENSG00000083817
O15244,ENSG00000112499
Q96DT0,ENSG00000133317
Q9UI46,ENSG00000122735
P42566,ENSG00000085832
Q07352,ENSG00000185650
Q9Y2R0,ENSG00000183978
O14604,ENSG00000154620
P09131,ENSG00000126903
O95237,ENSG00000121207
Q96EX2,ENSG00000135119
Q8WUI4,ENSG00000061273
Q92540,ENSG00000116698
P29374,ENSG00000032219
P20160,ENSG00000278624
Q86T65,ENSG00000146122
Q8IWV2,ENSG00000144619
P41180,ENSG00000036828
Q7L9L4,ENSG00000173542
Q9NZ52,ENSG00000125447
Q9NZZ3,ENSG00000086065
Q86WC6,ENSG00000182676
Q9BQG0,ENSG00000132382
P48443,ENSG00000143171
Q9BXX0,ENSG00000132205
O60830,ENSG00000292215
Q9Y6N8,ENSG00000040731
Q8IVU1,ENSG00000174498
Q9Y258,ENSG00000006606
Q07283,ENSG00000159450
Q8TE85,ENSG00000158055
Q8IUC4,ENSG00000131941
Q86XR7,ENSG00000251201
Q86XR7,ENSG00000243414
P04278,ENSG00000129214
Q9Y4K3,ENSG00000175104
Q12846,ENSG00000103496
Q8N883,ENSG00000142556
Q9BRL6,ENSG00000263465
P06732,ENSG00000104879
Q8N344,ENSG00000105556
P40937,ENSG00000111445
Q9BXS0,ENSG00000188517
O00161,ENSG00000092531
P47974,ENSG00000152518
Q8TEV9,ENSG00000176994
Q07869,ENSG00000186951
P33908,ENSG00000111885
Q9NNX1,ENSG00000143367
P46977,ENSG00000134910
Q8WZ75,ENSG00000154133
P25024,ENSG00000163464
P56645,ENSG00000049246
Q86T96,ENSG00000164197
P15328,ENSG00000110195
Q9H0X6,ENSG00000212864
O75838,ENSG00000136425
Q6P1X5,ENSG00000064313
P05164,ENSG00000005381
P50607,ENSG00000166402
Q99944,ENSG00000241404
O95302,ENSG00000122642
Q56NI9,ENSG00000171320
Q86Y38,ENSG00000103489
Q99572,ENSG00000089041
O15169,ENSG00000103126
Q6P2D0,ENSG00000184517
Q8TDY4,ENSG00000282854
Q96NH3,ENSG00000146350
Q9BV19,ENSG00000164008
Q9Y2J2,ENSG00000082397
Q96SD1,ENSG00000152457
Q9BXB4,ENSG00000144909
Q53H76,ENSG00000144837
P01579,ENSG00000111537
Q53FE4,ENSG00000138813
Q6UX73,ENSG00000153446
O43399,ENSG00000101150
P55786,ENSG00000141279
Q9NPG2,ENSG00000165553
O95561,ENSG00000180999
Q13007,ENSG00000162892
P17023,ENSG00000157429
P03372,ENSG00000091831
P41221,ENSG00000114251
Q8N302,ENSG00000164252
Q93096,ENSG00000112245
Q9BVK8,ENSG00000105677
Q9NVP4,ENSG00000089091
Q8NAT1,ENSG00000144647
O75347,ENSG00000171530
P05155,ENSG00000149131
Q4G0X4,ENSG00000188997
Q9Y2H9,ENSG00000105613
P21796,ENSG00000213585
P36915,ENSG00000229470
Q8TAA5,ENSG00000164284
Q9UHE8,ENSG00000164647
P26951,ENSG00000292332
Q3B7T1,ENSG00000107938
Q9ULX9,ENSG00000185022
Q60I27,ENSG00000178038
Q8N4F7,ENSG00000145428
Q15622,ENSG00000188269
Q8TF45,ENSG00000196724
Q9NP70,ENSG00000178522
O76071,ENSG00000144021
Q9BZV2,ENSG00000135917
Q13421,ENSG00000102854
O75553,ENSG00000173406
Q01524,ENSG00000285136
Q9BTE3,ENSG00000197771
Q5JRV8,ENSG00000125355
P08253,ENSG00000087245
P49207,ENSG00000109475
P10153,ENSG00000169385
Q96EY4,ENSG00000198498
Q8WU08,ENSG00000169302
O60941,ENSG00000138101
P09668,ENSG00000103811
Q5VWP2,ENSG00000183508
Q9H2F3,ENSG00000099377
Q5T2N8,ENSG00000215915
P49910,ENSG00000197279
Q5T7P8,ENSG00000134207
O95715,ENSG00000145824
Q9BUP3,ENSG00000109854
Q29980,ENSG00000231179
Q96P47,ENSG00000133612
Q6P4E1,ENSG00000166734
O15523,ENSG00000067048
Q9HCM4,ENSG00000115109
Q96P63,ENSG00000166634
O14730,ENSG00000101782
Q16649,ENSG00000165030
O75448,ENSG00000008838
Q69YI7,ENSG00000171169
Q8IXL7,ENSG00000174099
Q8NAU1,ENSG00000160097
P36639,ENSG00000106268
P49419,ENSG00000164904
Q96K30,ENSG00000139405
P49841,ENSG00000082701
P16298,ENSG00000107758
Q53ET0,ENSG00000160741
Q9NZQ0,ENSG00000115137
P25786,ENSG00000129084
O75351,ENSG00000119541
Q6ZRQ5,ENSG00000146263
Q9H6Y7,ENSG00000108523
Q07954,ENSG00000123384
Q9H2R5,ENSG00000174562
Q8WUA7,ENSG00000054611
P08833,ENSG00000146678
P13498,ENSG00000051523
O15258,ENSG00000157916
Q8N3E9,ENSG00000161714
P22004,ENSG00000153162
Q02108,ENSG00000164116
Q9HA90,ENSG00000114654
P32314,ENSG00000170802
O75832,ENSG00000101843
Q9C0I3,ENSG00000184305
Q969M3,ENSG00000145817
Q5TCZ1,ENSG00000107957
Q13162,ENSG00000123131
Q6ZQW0,ENSG00000188676
Q14194,ENSG00000072832
Q9BWL3,ENSG00000143612
Q5VV42,ENSG00000145996
Q8TAV4,ENSG00000133115
Q6VVB1,ENSG00000187566
O75841,ENSG00000114638
Q15040,ENSG00000100221
P35453,ENSG00000128714
P20853,ENSG00000198077
Q5JSP0,ENSG00000127084
Q92583,ENSG00000102970
Q99496,ENSG00000121481
Q96PQ6,ENSG00000130803
Q08554,ENSG00000134765
Q9BXM9,ENSG00000106701
Q16617,ENSG00000105374
Q9NX78,ENSG00000070269
Q9ULV3,ENSG00000148337
P30559,ENSG00000180914
Q8N140,ENSG00000255150
P29034,ENSG00000196754
Q9P0N8,ENSG00000099785
Q8TCJ0,ENSG00000147364
O60237,ENSG00000077157
P07101,ENSG00000180176
Q9NQ94,ENSG00000148584
A1KZ92,ENSG00000147485
Q9UMR5,ENSG00000221988
Q5BJD5,ENSG00000166471
Q5T160,ENSG00000146282
P06493,ENSG00000170312
Q99259,ENSG00000128683
Q9H324,ENSG00000142303
Q8N1N0,ENSG00000152672
Q9H2C2,ENSG00000173409
Q9NU53,ENSG00000055211
Q9Y663,ENSG00000153976
Q9H2J7,ENSG00000072041
O00230,ENSG00000241563
O15239,ENSG00000125356
Q16850,ENSG00000001630
O00743,ENSG00000119414
P78324,ENSG00000198053
Q969S2,ENSG00000154328
Q86YV6,ENSG00000145949
P51148,ENSG00000108774
Q9NSA3,ENSG00000178585
Q8N9B5,ENSG00000152409
P55327,ENSG00000076554
Q8N6Y0,ENSG00000130307
P0C7T8,ENSG00000232070
Q96D53,ENSG00000123815
P07585,ENSG00000011465
Q5VY80,ENSG00000155918
Q9P0S9,ENSG00000111843
P05156,ENSG00000205403
Q9NWD8,ENSG00000106609
P09488,ENSG00000134184
Q5T700,ENSG00000203985
Q13557,ENSG00000145349
Q9BQ69,ENSG00000133315
P01127,ENSG00000100311
O60524,ENSG00000165525
Q96A00,ENSG00000167641
Q9P203,ENSG00000277222
Q96JM2,ENSG00000148143
P51810,ENSG00000101850
Q9HD42,ENSG00000131165
Q9GZT3,ENSG00000119705
Q93050,ENSG00000033627
P13473,ENSG00000005893
Q658Y4,ENSG00000176853
Q92878,ENSG00000113522
Q14676,ENSG00000234012
Q08881,ENSG00000113263
Q9UHG3,ENSG00000116005
Q96HA9,ENSG00000104883
Q6NZ67,ENSG00000292119
Q3KQV3,ENSG00000180884
Q86TX2,ENSG00000184227
P42330,ENSG00000196139
Q9H6U8,ENSG00000086848
Q6NXG1,ENSG00000104413
Q9NZL3,ENSG00000267680
Q9Y4L5,ENSG00000265491
Q9Y2E5,ENSG00000013288
P22792,ENSG00000178772
Q9UBD0,ENSG00000171116
Q9UBD0,ENSG00000268738
Q13253,ENSG00000183691
O15371,ENSG00000100353
P41594,ENSG00000168959
Q9H6K4,ENSG00000125741
Q9UKP3,ENSG00000147166
Q8WWY8,ENSG00000163898
Q6P4Q7,ENSG00000158158
Q96HD1,ENSG00000163703
Q9NZV6,ENSG00000198736
Q8IX15,ENSG00000290292
Q13239,ENSG00000155926
Q9H9P5,ENSG00000059145
Q14242,ENSG00000110876
P68032,ENSG00000159251
P13647,ENSG00000186081
O75843,ENSG00000213983
O43323,ENSG00000139549
Q8TEX9,ENSG00000196497
Q9BV35,ENSG00000125648
E5RJM6,ENSG00000235098
Q9UH90,ENSG00000163833
Q8IVL0,ENSG00000067798
Q8N6Q8,ENSG00000127720
Q8N6P7,ENSG00000142677
Q13886,ENSG00000119138
Q14CN2,ENSG00000016602
Q8WWM9,ENSG00000161544
Q8IZF5,ENSG00000173567
Q92615,ENSG00000107929
P01303,ENSG00000122585
Q9UHV7,ENSG00000108510
Q99500,ENSG00000213694
Q9NQG6,ENSG00000100335
P61165,ENSG00000134825
Q9BT40,ENSG00000132376
P07327,ENSG00000187758
Q32M84,ENSG00000138152
Q9H1K1,ENSG00000136003
P42331,ENSG00000163219
Q7Z5A8,ENSG00000184599
Q6NUI6,ENSG00000100399
P47898,ENSG00000157219
P78559,ENSG00000166963
Q9BX93,ENSG00000138308
P78346,ENSG00000148688
Q63ZY3,ENSG00000197256
Q13490,ENSG00000110330
Q8IXH7,ENSG00000101158
Q96CJ1,ENSG00000145088
Q5T7W0,ENSG00000157657
Q13835,ENSG00000081277
Q92826,ENSG00000159184
P22894,ENSG00000118113
Q9Y6J6,ENSG00000159197
Q8WZ73,ENSG00000092871
Q6ZVZ8,ENSG00000182177
Q96CB9,ENSG00000117481
Q86V81,ENSG00000183684
Q9UIA0,ENSG00000100055
Q9BYU1,ENSG00000105717
Q6ISU1,ENSG00000171611
Q86YW9,ENSG00000144893
O60232,ENSG00000173465
P55316,ENSG00000176165
Q96DU9,ENSG00000174740
Q15910,ENSG00000106462
P52948,ENSG00000110713
P61086,ENSG00000078140
O95602,ENSG00000068654
Q9H4K7,ENSG00000101181
O95125,ENSG00000166261
P78527,ENSG00000253729
Q9NV06,ENSG00000164934
O60573,ENSG00000135930
Q01658,ENSG00000117505
Q8IZ57,ENSG00000152954
P61927,ENSG00000145592
Q6PK18,ENSG00000181396
Q15056,ENSG00000106682
Q86XT2,ENSG00000176428
O95998,ENSG00000137496
Q96GR4,ENSG00000160446
Q8NI77,ENSG00000121621
Q5T6S3,ENSG00000119403
Q9H4A5,ENSG00000143457
Q765I0,ENSG00000188958
Q96D98,ENSG00000176401
Q9H714,ENSG00000102445
Q9BYE9,ENSG00000074276
P49961,ENSG00000138185
Q9NQW8,ENSG00000170289
P60002,ENSG00000130165
Q9Y696,ENSG00000169504
Q96M83,ENSG00000216937
P06126,ENSG00000158477
P15884,ENSG00000196628
Q16513,ENSG00000065243
O95218,ENSG00000132485
Q86YS7,ENSG00000111731
Q9UNT1,ENSG00000079974
Q6DN12,ENSG00000140563
P09017,ENSG00000198353
P49759,ENSG00000013441
Q9NVQ4,ENSG00000158234
Q3MIW9,ENSG00000257232
Q16143,ENSG00000074317
O43307,ENSG00000131089
Q8IYA8,ENSG00000173421
O15375,ENSG00000170190
Q02747,ENSG00000197273
O14994,ENSG00000185666
Q5TBA9,ENSG00000073910
O75037,ENSG00000116852
Q86VU5,ENSG00000165644
Q9Y5L4,ENSG00000099800
Q8TAG5,ENSG00000170419
P51157,ENSG00000157869
Q96JJ3,ENSG00000062598
Q15004,ENSG00000166803
Q13427,ENSG00000138398
Q96EK2,ENSG00000056487
Q71RS6,ENSG00000188467
Q15003,ENSG00000121152
O43182,ENSG00000047648
P61289,ENSG00000131467
Q4G148,ENSG00000151233
P53985,ENSG00000155380
P22455,ENSG00000160867
Q9HCH0,ENSG00000167566
Q01081,ENSG00000160201
Q5T5M9,ENSG00000107443
Q96QT6,ENSG00000109118
Q8TEA7,ENSG00000145348
Q99877,ENSG00000233822
Q99217,ENSG00000125363
P62314,ENSG00000167088
Q6PJG9,ENSG00000173621
Q5SSQ6,ENSG00000229176
O75503,ENSG00000102805
Q5T9C2,ENSG00000167106
Q9NRD1,ENSG00000116663
Q04446,ENSG00000114480
Q8IYW5,ENSG00000163961
Q8N807,ENSG00000169340
Q96A22,ENSG00000149300
Q9HD45,ENSG00000077147
Q9HCJ1,ENSG00000154122
O00253,ENSG00000159723
Q9UQC2,ENSG00000033327
P09496,ENSG00000122705
P47895,ENSG00000184254
Q92874,ENSG00000167968
P03901,ENSG00000212907
Q9NP64,ENSG00000121766
Q8NHQ8,ENSG00000123094
P69891,ENSG00000213934
P20936,ENSG00000145715
O95407,ENSG00000243509
Q99525,ENSG00000275663
O60641,ENSG00000065609
Q6ZNG9,ENSG00000184619
Q9Y4I1,ENSG00000197535
Q15661,ENSG00000172236
P01241,ENSG00000259384
O95863,ENSG00000124216
Q92499,ENSG00000079785
P80294,ENSG00000205358
Q17RW2,ENSG00000171502
O60353,ENSG00000164930
Q9NXW9,ENSG00000160993
Q6IPR3,ENSG00000162623
P40938,ENSG00000133119
Q96J88,ENSG00000133106
Q7Z5W3,ENSG00000186666
Q86SG2,ENSG00000163126
Q8N370,ENSG00000167703
Q9UJ04,ENSG00000187189
Q5TGY1,ENSG00000162542
O75525,ENSG00000131773
Q92733,ENSG00000143294
P19957,ENSG00000124102
Q96B77,ENSG00000184857
Q9C073,ENSG00000121104
P09417,ENSG00000151552
Q5JSH3,ENSG00000131725
P43005,ENSG00000106688
O60269,ENSG00000204175
Q6ZNA4,ENSG00000157450
P05452,ENSG00000163815
Q9UII2,ENSG00000130770
Q8NI37,ENSG00000196850
Q06945,ENSG00000124766
Q6PK81,ENSG00000152439
Q9Y623,ENSG00000264424
Q86XA9,ENSG00000129493
Q2VIR3,ENSG00000180574
Q86UQ4,ENSG00000179869
P11912,ENSG00000105369
Q12955,ENSG00000151150
Q8NGJ0,ENSG00000172320
Q9Y3F4,ENSG00000023734
Q9GZV1,ENSG00000165887
P08397,ENSG00000256269
Q9Y2W7,ENSG00000115041
Q14147,ENSG00000134815
P51808,ENSG00000165169
P46926,ENSG00000113552
Q9HCS2,ENSG00000186204
Q6UXU6,ENSG00000167105
O00167,ENSG00000064655
Q96JJ7,ENSG00000166479
Q9H9V4,ENSG00000133874
Q16671,ENSG00000135409
P15056,ENSG00000157764
Q9BYS8,ENSG00000163827
P09936,ENSG00000154277
O00204,ENSG00000088002
Q7RTZ2,ENSG00000284806
P16109,ENSG00000174175
Q5T5C0,ENSG00000164506
Q56VL3,ENSG00000145247
Q86V25,ENSG00000143494
Q96A33,ENSG00000108588
O75970,ENSG00000107186
Q8TEC5,ENSG00000156463
P62937,ENSG00000196262
Q99679,ENSG00000188394
O14520,ENSG00000165269
Q9ULI3,ENSG00000173706
P14543,ENSG00000116962
Q68DN1,ENSG00000221843
Q13011,ENSG00000104823
P06850,ENSG00000147571
P06734,ENSG00000104921
O60674,ENSG00000096968
P43694,ENSG00000285109
Q10586,ENSG00000105516
Q5T4D3,ENSG00000125247
Q8NBF6,ENSG00000105778
Q06203,ENSG00000128059
Q9BZL3,ENSG00000256235
Q02535,ENSG00000117318
Q6P582,ENSG00000173272
Q13227,ENSG00000288325
Q92993,ENSG00000172977
Q9BWJ5,ENSG00000169976
P49593,ENSG00000100034
P41208,ENSG00000147400
Q9NWU2,ENSG00000101193
Q9Y4F9,ENSG00000111913
A1L4H1,ENSG00000179954
O75746,ENSG00000115840
O43143,ENSG00000109606
O43765,ENSG00000104969
O95684,ENSG00000213066
Q8IYR2,ENSG00000186532
Q86XI2,ENSG00000146918
A2RU54,ENSG00000188816
Q86X83,ENSG00000114744
Q96A19,ENSG00000135736
Q9HC35,ENSG00000143924
P47901,ENSG00000198049
Q92901,ENSG00000140986
Q9BUH8,ENSG00000183092
Q9C009,ENSG00000164379
P21439,ENSG00000005471
O15234,ENSG00000108349
O75319,ENSG00000291483
P46013,ENSG00000148773
Q15007,ENSG00000146457
P43626,ENSG00000273510
Q86SE8,ENSG00000158806
Q16543,ENSG00000105401
Q96E14,ENSG00000175643
P54368,ENSG00000104904
Q9UBT7,ENSG00000119326
Q9BV38,ENSG00000065268
Q9HB89,ENSG00000171596
P53673,ENSG00000196431
Q96IZ7,ENSG00000174891
P23497,ENSG00000067066
P13637,ENSG00000105409
P16671,ENSG00000135218
Q86UX6,ENSG00000165752
Q5FWF5,ENSG00000141446
P84157,ENSG00000182534
P34925,ENSG00000163785
Q9NRG7,ENSG00000100445
Q7Z478,ENSG00000067248
P40616,ENSG00000120805
Q86VP3,ENSG00000179364
Q96N16,ENSG00000152969
Q96BF3,ENSG00000167664
Q8IUM7,ENSG00000174576
Q13228,ENSG00000143416
P48960,ENSG00000123146
Q02487,ENSG00000134755
Q9BY44,ENSG00000144895
Q13426,ENSG00000152422
P48507,ENSG00000023909
Q9Y587,ENSG00000100478
Q96MC5,ENSG00000278823
O60858,ENSG00000204977
Q86W11,ENSG00000186814
Q8N1G4,ENSG00000130764
P56199,ENSG00000213949
A6NK59,ENSG00000239388
P20810,ENSG00000310517
O43933,ENSG00000127980
O15296,ENSG00000179593
A0A0A6YYC7,ENSG00000255073
P61599,ENSG00000173418
Q147X3,ENSG00000139977
Q8N1B3,ENSG00000262919
Q6P9H5,ENSG00000133561
Q86Y13,ENSG00000198919
Q96RJ6,ENSG00000146618
P31689,ENSG00000086061
Q8WUD1,ENSG00000129472
P15923,ENSG00000071564
Q8N3Y3,ENSG00000165905
Q9Y2Z4,ENSG00000139131
P32241,ENSG00000114812
Q15067,ENSG00000161533
P51610,ENSG00000172534
Q92618,ENSG00000101493
Q9UHB9,ENSG00000167881
O75679,ENSG00000128276
Q14515,ENSG00000152583
Q9NWS6,ENSG00000100376
Q9UN86,ENSG00000138757
Q8NEB7,ENSG00000111644
O76021,ENSG00000171490
Q8N966,ENSG00000177108
Q8IUZ0,ENSG00000137821
Q08345,ENSG00000137332
Q6I9Y2,ENSG00000163634
P48651,ENSG00000156471
Q9NZV1,ENSG00000277354
Q9UKP4,ENSG00000136378
Q9BXX2,ENSG00000180777
Q9P2D0,ENSG00000005700
P49720,ENSG00000277791
Q9Y281,ENSG00000165410
Q68DY9,ENSG00000197128
P36871,ENSG00000079739
Q9UI15,ENSG00000144834
Q15726,ENSG00000170498
P14138,ENSG00000124205
Q8TB96,ENSG00000129636
Q99501,ENSG00000185340
P22681,ENSG00000110395
Q9NP73,ENSG00000101901
P20618,ENSG00000008018
O95167,ENSG00000170906
Q8IWL1,ENSG00000185303
Q8NEN0,ENSG00000118690
Q16798,ENSG00000151376
P25063,ENSG00000272398
Q92633,ENSG00000198121
Q8TCT6,ENSG00000157837
Q8WUK0,ENSG00000110536
P52799,ENSG00000125266
O60336,ENSG00000137802
Q9Y2P4,ENSG00000113396
Q9UQ72,ENSG00000243130
P61587,ENSG00000115963
O60427,ENSG00000149485
Q9NPG1,ENSG00000104290
Q9UPN4,ENSG00000141577
Q9H313,ENSG00000275650
Q9H0U6,ENSG00000112110
Q3SXZ7,ENSG00000131044
O15400,ENSG00000079950
Q3SYC2,ENSG00000166391
O15162,ENSG00000188313
Q53T59,ENSG00000118960
Q6NT76,ENSG00000147421
P51686,ENSG00000173585
Q9H295,ENSG00000164935
P38484,ENSG00000159128
P35236,ENSG00000143851
P09601,ENSG00000100292
Q8NDA8,ENSG00000179832
P47928,ENSG00000172201
P01344,ENSG00000167244
Q8NEB9,ENSG00000078142
P31273,ENSG00000037965
Q9BZI7,ENSG00000125351
Q5TAB7,ENSG00000203877
O75290,ENSG00000280568
O14662,ENSG00000124222
Q5MIZ7,ENSG00000275052
Q96FC9,ENSG00000013573
Q9Y5Q3,ENSG00000204103
O75027,ENSG00000131269
Q15361,ENSG00000125482
Q9P1W8,ENSG00000089012
P01023,ENSG00000175899
Q2MJR0,ENSG00000188766
Q15369,ENSG00000154582
Q16831,ENSG00000183696
O75575,ENSG00000241258
Q96MA1,ENSG00000143006
Q16667,ENSG00000100526
Q6PF05,ENSG00000205838
Q8ND61,ENSG00000131379
Q8TDM6,ENSG00000274429
Q15782,ENSG00000064886
Q7Z5P4,ENSG00000170509
O95905,ENSG00000122882
P53634,ENSG00000109861
P12268,ENSG00000178035
O95239,ENSG00000090889
Q6P5X7,ENSG00000165071
Q9P2P6,ENSG00000159433
Q9NPB8,ENSG00000125772
P05111,ENSG00000123999
Q14980,ENSG00000137497
Q9UKF6,ENSG00000119203
Q14195,ENSG00000113657
O60925,ENSG00000113068
Q8WV22,ENSG00000169189
Q96B70,ENSG00000274495
Q9UL03,ENSG00000102786
P14920,ENSG00000110887
A6NJ78,ENSG00000169519
Q96IP4,ENSG00000112773
Q8TEB7,ENSG00000133135
Q7Z4Q2,ENSG00000155393
P19099,ENSG00000179142
Q96SK2,ENSG00000146842
Q6XPS3,ENSG00000132958
O15145,ENSG00000111229
A8MVW5,ENSG00000188175
Q15080,ENSG00000100365
P0C870,ENSG00000243789
Q9NX07,ENSG00000180098
Q9UJ78,ENSG00000132950
O95872,ENSG00000232312
Q8ND56,ENSG00000257103
O60603,ENSG00000137462
O75177,ENSG00000184402
P14136,ENSG00000131095
Q9NYV4,ENSG00000167258
Q9NS23,ENSG00000068028
P33261,ENSG00000165841
Q8NFD5,ENSG00000049618
Q1ZZU3,ENSG00000175854
Q8IUX1,ENSG00000171204
Q8IUC0,ENSG00000198390
O95278,ENSG00000112425
Q9Y399,ENSG00000122140
Q8NAV1,ENSG00000134748
Q8IVP5,ENSG00000069509
Q96LW2,ENSG00000167524
Q8TB92,ENSG00000146151
Q9NXS3,ENSG00000179454
Q7L2H7,ENSG00000149100
Q96MF6,ENSG00000135469
Q07889,ENSG00000115904
P31644,ENSG00000186297
Q86XD8,ENSG00000172671
Q96J65,ENSG00000140798
Q8IZD9,ENSG00000088538
Q8N414,ENSG00000177614
O43684,ENSG00000154473
Q9BWT7,ENSG00000100065
P22612,ENSG00000165059
P84103,ENSG00000112081
P32189,ENSG00000198814
Q8TDG4,ENSG00000163312
Q6P4A8,ENSG00000121316
Q9HAU8,ENSG00000142327
Q96A98,ENSG00000142538
Q9NW08,ENSG00000013503
O60308,ENSG00000116198
O43741,ENSG00000131791
Q8IWE4,ENSG00000188215
Q9NYS0,ENSG00000197885
Q9H5J0,ENSG00000185670
Q99835,ENSG00000128602
Q8N2K1,ENSG00000160087
Q5T0T0,ENSG00000278545
P00519,ENSG00000097007
Q9UK80,ENSG00000143258
Q9NUD5,ENSG00000247315
Q9Y586,ENSG00000181541
O95487,ENSG00000138802
Q9NW38,ENSG00000115392
Q9Y5R8,ENSG00000170043
Q86X95,ENSG00000138433
O95267,ENSG00000172575
Q96DN0,ENSG00000139055
Q96AC1,ENSG00000073712
P55789,ENSG00000127554
O00462,ENSG00000109323
Q92738,ENSG00000148429
Q5U5X0,ENSG00000186687
Q92541,ENSG00000137815
Q6ZRY4,ENSG00000166831
Q96QU8,ENSG00000169180
P49683,ENSG00000119973
Q9P0P8,ENSG00000130349
Q8TCJ2,ENSG00000163527
Q9BYW2,ENSG00000181555
O43315,ENSG00000103569
O14556,ENSG00000105679
Q86YV5,ENSG00000292308
Q6UX34,ENSG00000182600
Q9Y2G5,ENSG00000186866
Q8TBE9,ENSG00000170191
P40429,ENSG00000142541
Q96EZ4,ENSG00000172927
P04406,ENSG00000111640
Q8WTW4,ENSG00000114388
P14317,ENSG00000180353
P49005,ENSG00000106628
Q8WWB5,ENSG00000150773
Q8N3T1,ENSG00000131386
Q14119,ENSG00000136451
P36507,ENSG00000126934
Q9BYQ2,ENSG00000262512
Q9H3M7,ENSG00000265972
Q9NPJ4,ENSG00000189266
Q8WW01,ENSG00000198860
Q8N357,ENSG00000213699
Q86VH5,ENSG00000198739
Q99459,ENSG00000096401
Q96EN8,ENSG00000075643
Q9H6R3,ENSG00000111058
Q8TAG9,ENSG00000138190
Q9UHJ9,ENSG00000148985
Q86UK5,ENSG00000173040
P47887,ENSG00000127780
Q9BZE0,ENSG00000126603
Q86TM6,ENSG00000162298
P53370,ENSG00000170917
Q7Z304,ENSG00000278608
O60682,ENSG00000178860
P60983,ENSG00000197045
P10109,ENSG00000137714
O14818,ENSG00000101182
P05060,ENSG00000089199
Q5HY92,ENSG00000182263
Q8TEY5,ENSG00000143578
P38936,ENSG00000124762
P36941,ENSG00000111321
P10768,ENSG00000139684
Q8NEP7,ENSG00000162755
Q6UXN7,ENSG00000196860
Q86UY6,ENSG00000110583
P39023,ENSG00000100316
P49901,ENSG00000163206
Q9NSK7,ENSG00000131943
Q8WXA2,ENSG00000171053
Q99728,ENSG00000138376
P35030,ENSG00000010438
Q8NA61,ENSG00000174015
Q9HD26,ENSG00000047932
Q5T1M5,ENSG00000119321
Q96RK4,ENSG00000140463
O75864,ENSG00000104866
O95096,ENSG00000125820
Q9UL19,ENSG00000133321
Q9BRU2,ENSG00000182916
P43378,ENSG00000169410
O95084,ENSG00000150687
O95249,ENSG00000108587
Q8NBZ7,ENSG00000115652
Q9NZ53,ENSG00000114631
Q9Y3Q0,ENSG00000285516
Q9NR20,ENSG00000010219
Q9NX46,ENSG00000116863
Q3SY46,ENSG00000240432
Q96CW6,ENSG00000103061
Q14186,ENSG00000198176
Q14444,ENSG00000135387
A6NK53,ENSG00000159915
P55017,ENSG00000070915
O95377,ENSG00000189280
Q9ULH7,ENSG00000186260
O43581,ENSG00000011347
Q96SQ9,ENSG00000167600
Q5SNT2,ENSG00000188807
P55289,ENSG00000154162
Q6PIU1,ENSG00000164794
Q9UHC6,ENSG00000174469
Q969H4,ENSG00000142675
Q9UL63,ENSG00000128585
